SENDER,RECP_NAME,AMOUNT,CURRENCY,TYPE,TIME
company C,394cbfdd3b16018b7f55d5efa79d5341,659000.0,HUF,tax,2018-10-26 07:45:46.137
company C,cb209dc1783ed163d8571cf64f733686,66000.0,HUF,tax,2018-10-26 07:45:46.113
company A,52ca38fc039c0daf33f1affd6a82f31a,799084.0,HUF,invoice,2018-05-09 16:38:45.663
company A,2f9dfa2a6e1bd285195aae2dca81a950,468064.0,HUF,invoice,2018-05-10 10:51:52.590
company A,cb23ae6b71e25ab886a65bf756205a8e,22500.0,HUF,tax,2018-03-19 15:01:18.943
company C,8fa2a19715bbca3d9f7a566950a56ddf,529.0,HUF,salary,2018-07-18 15:16:17.013
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2019-01-07 07:16:24.453
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2019-01-07 07:16:24.253
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2019-01-07 07:16:24.550
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2019-01-07 07:16:24.207
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2019-01-07 07:16:24.853
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2019-01-07 07:16:25.150
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2019-01-07 07:16:25.203
company B,2618ef17e143358a97fd7176299b6287,6985.0,HUF,invoice,2018-10-30 19:23:13.547
company B,2618ef17e143358a97fd7176299b6287,6985.0,HUF,invoice,2018-10-30 19:23:13.573
company B,2618ef17e143358a97fd7176299b6287,6985.0,HUF,invoice,2018-10-30 19:23:13.537
company C,d3f73589ee730edf8c4f0b0fc530cb82,114300.0,HUF,invoice,2019-01-16 10:12:10.943
company C,d3f73589ee730edf8c4f0b0fc530cb82,114300.0,HUF,invoice,2019-01-16 10:12:10.960
company C,d3f73589ee730edf8c4f0b0fc530cb82,114300.0,HUF,invoice,2019-01-16 10:12:10.933
company C,4399b0557095a54ac4fb808d2559f494,889000.0,HUF,invoice,2018-07-20 08:28:04.620
company C,4399b0557095a54ac4fb808d2559f494,889000.0,HUF,invoice,2018-07-20 08:28:04.367
company C,88061ccac93742fd333a63f73bb2ac6d,450000.0,HUF,invoice,2018-07-20 08:28:04.517
company C,88061ccac93742fd333a63f73bb2ac6d,450000.0,HUF,invoice,2018-07-20 08:28:04.413
company C,b735d6eeaeac6360464bf4b7b4247298,309646.0,HUF,other,2018-12-15 08:19:01.747
company D,b32314825ccf104d9d494f5df864088f,420002.0,HUF,other,2019-03-22 09:16:50.237
company C,a4a784f1711e456f9a5f8e40a73c2874,169000.0,HUF,tax,2018-08-01 22:04:17.267
company C,91d482cc280baa037b65487d5454da10,179000.0,HUF,tax,2018-08-01 22:05:17.413
company C,8775e74b8ee8d3ac52cf82ec402c80e8,155000.0,HUF,tax,2018-08-01 22:06:17.767
company C,5a30deed5ffd63e2630ad4380b447a5f,389000.0,HUF,tax,2018-08-01 22:06:17.807
company C,ec34e592e6508c69a435bba963b6d8e5,29000.0,HUF,tax,2018-08-01 22:07:17.970
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2018-08-01 22:07:19.410
company C,65f1a7d51d629fcb9823aa81da379c1d,120032.0,HUF,salary,2018-08-01 22:08:23.380
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2018-08-01 22:08:26.773
company C,b75853b76cb09249107597c2c5f9ffa8,564500.0,HUF,salary,2018-10-26 13:43:21.477
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2018-08-01 22:09:34.827
company C,579a00d7827f82071411fffd6cc9335a,161250.0,HUF,salary,2018-08-01 22:10:36.113
company C,055da1f71da93bc2cfecaeb2f9b5064d,13153.0,HUF,tax,2018-08-01 22:14:43.787
company C,9a33cc5e28a588242ad5b1a5ceb013e3,750000.0,HUF,other,2018-10-13 11:04:04.750
company C,7621ebff9ba5d684591bf8985efdb1a9,560000.0,HUF,invoice,2018-11-15 06:49:48.247
company C,9a33cc5e28a588242ad5b1a5ceb013e3,2000000.0,HUF,tax,2018-11-16 12:41:48.487
company B,2618ef17e143358a97fd7176299b6287,6985.0,HUF,invoice,2018-11-15 21:39:01.013
company B,1abc2472d7d704ac9369f0811f61ec31,78740.0,HUF,invoice,2018-11-19 19:51:45.703
company C,394cbfdd3b16018b7f55d5efa79d5341,3000000.0,HUF,tax,2018-10-11 15:02:25.403
company C,ec34e592e6508c69a435bba963b6d8e5,30000.0,HUF,tax,2018-07-10 13:12:38.240
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2018-07-19 21:39:37.507
company C,65f1a7d51d629fcb9823aa81da379c1d,120032.0,HUF,salary,2018-07-19 21:39:37.450
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2018-07-19 21:39:37.483
company C,b75853b76cb09249107597c2c5f9ffa8,564500.0,HUF,salary,2018-07-19 21:39:37.497
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2018-07-19 21:39:37.463
company C,579a00d7827f82071411fffd6cc9335a,42988.0,HUF,salary,2018-07-18 15:16:17.067
company C,cd23a32f6837612a943cbb152ee881b1,13136.0,HUF,salary,2018-07-18 15:16:17.113
company C,8fa2a19715bbca3d9f7a566950a56ddf,995.0,HUF,salary,2018-07-18 15:16:17.213
company C,cd23a32f6837612a943cbb152ee881b1,13602.0,HUF,salary,2018-07-18 15:16:16.963
company C,b75853b76cb09249107597c2c5f9ffa8,260000.0,HUF,salary,2018-02-08 07:49:51.923
company C,91d482cc280baa037b65487d5454da10,179000.0,HUF,tax,2018-07-10 13:10:35.863
company C,a4a784f1711e456f9a5f8e40a73c2874,170000.0,HUF,tax,2018-07-10 13:10:33.913
company C,8775e74b8ee8d3ac52cf82ec402c80e8,156000.0,HUF,tax,2018-07-10 13:12:37.877
company C,5a30deed5ffd63e2630ad4380b447a5f,388000.0,HUF,tax,2018-07-10 13:12:38.090
company C,a4a784f1711e456f9a5f8e40a73c2874,170000.0,HUF,tax,2018-02-07 21:25:07.510
company C,91d482cc280baa037b65487d5454da10,179000.0,HUF,tax,2018-02-07 21:25:07.527
company C,8775e74b8ee8d3ac52cf82ec402c80e8,155000.0,HUF,tax,2018-02-07 21:26:07.603
company C,5a30deed5ffd63e2630ad4380b447a5f,389000.0,HUF,tax,2018-02-07 21:26:07.613
company C,ec34e592e6508c69a435bba963b6d8e5,30000.0,HUF,tax,2018-02-07 21:27:07.690
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2018-02-08 06:50:44.950
company C,65f1a7d51d629fcb9823aa81da379c1d,120032.0,HUF,salary,2018-02-08 06:50:44.930
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2018-02-08 06:50:44.647
company C,b75853b76cb09249107597c2c5f9ffa8,564500.0,HUF,salary,2018-02-07 21:29:07.840
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2018-02-08 06:50:44.977
company C,579a00d7827f82071411fffd6cc9335a,114224.0,HUF,salary,2018-02-08 06:50:45.017
company C,8fa2a19715bbca3d9f7a566950a56ddf,13746.0,HUF,salary,2018-02-08 06:50:44.967
company C,8fa2a19715bbca3d9f7a566950a56ddf,13746.0,HUF,salary,2018-02-08 06:50:44.957
company C,02f9cfbf6726fc81b476cd2f2bcd1063,1950720.0,HUF,invoice,2018-11-15 06:49:48.343
company C,4399b0557095a54ac4fb808d2559f494,889000.0,HUF,invoice,2018-11-15 08:41:00.383
company C,4399b0557095a54ac4fb808d2559f494,889000.0,HUF,invoice,2018-11-15 08:41:00.403
company C,d2a6bff0056898bc6c3a197bb5eaedf1,2700020.0,HUF,invoice,2018-11-18 08:41:51.900
company D,5d796be318d734ef7e04cdc9fd4e4d7e,49611.0,HUF,other,2019-04-26 10:50:35.393
company C,394cbfdd3b16018b7f55d5efa79d5341,172000.0,HUF,tax,2018-03-20 15:58:06.537
company A,a4a784f1711e456f9a5f8e40a73c2874,6000.0,HUF,tax,2018-03-19 16:58:00.150
company A,73fa5dcc6e122f927846d037c3c54788,4000.0,HUF,tax,2018-03-19 16:58:00.113
company A,d95b0dda73cb4f622df9baa8d80f9659,2000.0,HUF,tax,2018-03-19 16:58:00.140
company A,ccc52582dc674a4571e58ddc1650bbe4,40005.0,HUF,invoice,2018-03-19 16:58:00.127
company B,208daa9788b5ddc6453ab80b2d481523,12319.0,HUF,invoice,2018-10-16 08:53:30.250
company C,88061ccac93742fd333a63f73bb2ac6d,450000.0,HUF,invoice,2019-01-11 10:38:18.837
company C,4399b0557095a54ac4fb808d2559f494,3000000.0,HUF,other,2019-01-11 10:38:18.887
company C,ac552d1871f3402773446518ec7ea37d,254391.0,HUF,other,2018-03-20 10:48:13.347
company A,02c5a9dc8c831ad86f6908f4cddce635,83990.0,HUF,other,2018-03-20 10:21:05.097
company A,ca244d12ef04edb139a23f35905d944e,50426.0,HUF,invoice,2018-03-20 10:21:05.117
company A,ad2026c0f0fa56a8c1ae0786600d0d5b,102235.0,HUF,invoice,2018-03-20 10:29:07.157
company A,ad2026c0f0fa56a8c1ae0786600d0d5b,69698.0,HUF,invoice,2018-04-09 08:35:13.233
company A,632f9281faf5c10a2ecc92473a358560,101059.0,HUF,invoice,2018-04-09 08:35:13.273
company A,f094c0a36b17091c14d58fffd747f0c5,80421.0,HUF,salary,2018-04-09 08:42:18.260
company A,6dfff9ca5daccb879b889980cb50b862,39611.0,HUF,other,2018-04-09 08:42:18.280
company C,a4a784f1711e456f9a5f8e40a73c2874,174000.0,HUF,tax,2019-02-15 06:50:32.857
company C,91d482cc280baa037b65487d5454da10,182000.0,HUF,tax,2019-02-15 06:50:32.867
company C,8775e74b8ee8d3ac52cf82ec402c80e8,158000.0,HUF,tax,2019-02-15 06:50:32.847
company C,5a30deed5ffd63e2630ad4380b447a5f,394000.0,HUF,tax,2019-02-15 06:50:32.817
company C,ec34e592e6508c69a435bba963b6d8e5,30000.0,HUF,tax,2019-02-15 06:50:32.883
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2019-02-11 07:47:20.287
company C,65f1a7d51d629fcb9823aa81da379c1d,129675.0,HUF,salary,2019-02-11 07:47:20.267
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2019-02-11 07:47:20.277
company C,a9f5974d2d26f4b3a8cffe7d90a3525b,39370.0,HUF,salary,2019-02-11 07:50:24.473
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,3423.0,HUF,salary,2019-02-11 07:50:24.343
company C,7cd45d10bfe42ba383b9fe2d4bf6412c,20280.0,HUF,tax,2019-02-07 19:19:45.970
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,1764.0,HUF,salary,2019-02-11 07:50:24.423
company C,b75853b76cb09249107597c2c5f9ffa8,378215.0,HUF,salary,2019-02-11 07:50:24.487
company C,7cd45d10bfe42ba383b9fe2d4bf6412c,20280.0,HUF,salary,2019-02-11 07:50:24.390
company C,729e7d6bfcb381d4c7cfa12c63c85162,3837.0,HUF,salary,2019-02-11 07:50:24.367
company C,43a6b5adb6c36e67cd3743d0a6c4a776,182448.0,HUF,salary,2019-02-15 06:50:32.893
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2019-02-11 07:47:20.260
company C,579a00d7827f82071411fffd6cc9335a,16250.0,HUF,salary,2019-02-11 07:47:20.297
company C,e405b5b601dae7f58be9cdcdc415ad7c,38490.0,HUF,tax,2018-03-21 15:53:26.973
company C,102601fdc4b0c74d2c19eae3e308a294,3982.0,HUF,other,2018-03-21 15:55:27.167
company C,b75853b76cb09249107597c2c5f9ffa8,564500.0,HUF,salary,2018-04-10 13:29:37.603
company C,b75853b76cb09249107597c2c5f9ffa8,564500.0,HUF,salary,2018-04-20 08:19:56.803
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2018-04-20 08:19:56.827
company C,579a00d7827f82071411fffd6cc9335a,132988.0,HUF,salary,2018-04-20 08:19:56.813
company A,ad2026c0f0fa56a8c1ae0786600d0d5b,40894.0,HUF,invoice,2018-04-10 13:50:45.037
company D,31f0f145175d13e9ec2f8dad9578bd2f,300000.0,HUF,other,2019-02-08 09:59:13.657
company D,f82f11af85b07a9e894264f751754f48,485000.0,HUF,other,2019-02-08 09:59:13.687
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,285750.0,HUF,other,2019-02-07 08:25:24.993
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,95250.0,HUF,other,2019-02-07 08:25:25.003
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,1037394.0,HUF,other,2019-02-06 11:41:25.443
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,393700.0,HUF,other,2019-02-22 11:19:00.320
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,1037394.0,HUF,other,2019-03-01 09:18:36.330
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,174625.0,HUF,other,2019-03-01 09:18:36.280
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,42672.0,HUF,other,2019-03-01 09:18:36.443
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,603663.0,HUF,other,2019-03-01 09:18:36.367
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,370713.0,HUF,other,2019-03-13 09:02:28.243
company C,750b0e0aa860ce59b6a42f86e67a337c,125746.0,HUF,salary,2018-02-08 06:50:44.937
company A,ccc52582dc674a4571e58ddc1650bbe4,40005.0,HUF,invoice,2018-03-23 03:21:31.957
company A,ccc52582dc674a4571e58ddc1650bbe4,10603.0,HUF,invoice,2018-03-23 03:21:31.970
company A,ccc52582dc674a4571e58ddc1650bbe4,40005.0,HUF,invoice,2018-03-23 03:21:31.980
company A,9a43b8e3aa8b878f0fed40285d27896e,50000.0,HUF,other,2018-03-23 06:17:34.240
company A,bd544774898eff3cf4fce9dee5f79520,136890.0,HUF,invoice,2018-03-18 10:54:20.157
company C,9a33cc5e28a588242ad5b1a5ceb013e3,500000.0,HUF,other,2018-05-31 15:31:45.317
company C,effd7a1821a592852ec0a12d88405f57,800000.0,HUF,other,2018-06-01 07:07:26.947
company C,29bc6a139098832dd23a0cba416bbe21,190500.0,HUF,invoice,2018-06-01 07:07:33.393
company C,29bc6a139098832dd23a0cba416bbe21,190500.0,HUF,invoice,2018-06-01 07:07:33.547
company C,29bc6a139098832dd23a0cba416bbe21,190500.0,HUF,invoice,2018-06-01 07:07:33.443
company C,29bc6a139098832dd23a0cba416bbe21,190500.0,HUF,invoice,2018-06-01 07:07:33.293
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2018-06-01 07:07:37.143
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2018-06-01 07:07:37.097
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2018-06-01 07:07:36.947
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2018-06-01 07:07:36.993
company C,a0c28cc16218f0393020fdf440be4a99,122525.0,HUF,invoice,2018-06-01 11:01:30.810
company C,9a33cc5e28a588242ad5b1a5ceb013e3,1000000.0,HUF,other,2018-06-01 11:06:33.570
company D,5d796be318d734ef7e04cdc9fd4e4d7e,8346.0,HUF,other,2019-02-19 12:36:42.693
company D,5d796be318d734ef7e04cdc9fd4e4d7e,35669.0,HUF,other,2019-02-19 12:36:42.687
company D,5d796be318d734ef7e04cdc9fd4e4d7e,101956.0,HUF,other,2019-02-19 12:36:42.717
company D,5d796be318d734ef7e04cdc9fd4e4d7e,70526.0,HUF,other,2019-02-06 12:51:57.237
company D,5d796be318d734ef7e04cdc9fd4e4d7e,18364.0,HUF,other,2019-02-19 12:36:42.763
company C,d2a6bff0056898bc6c3a197bb5eaedf1,723900.0,HUF,invoice,2018-04-21 14:21:08.120
company C,d2a6bff0056898bc6c3a197bb5eaedf1,723900.0,HUF,invoice,2018-04-21 14:21:08.137
company B,453d9fd7ef7aa8e6e11b8cc9c623664c,12065.0,HUF,invoice,2018-10-17 16:27:24.507
company C,032247dd2322518294e9c099680717df,250000.0,HUF,invoice,2018-11-15 06:49:16.743
company C,874a94aacf234215e9ea527eff8f1331,15000.0,HUF,tax,2018-03-20 15:58:06.560
company C,5a050d2285745008db6d10e2f35e52cc,3000.0,HUF,tax,2018-03-20 15:58:06.570
company C,b2c1bad7c90db272ba30194448412083,445300.0,HUF,tax,2018-03-06 09:35:36.497
company C,b2c1bad7c90db272ba30194448412083,573200.0,HUF,tax,2018-03-06 09:36:36.760
company C,26d73d42970f9fd1dfddc41f7555b6e0,6263.0,HUF,salary,2018-03-13 13:22:37.560
company C,8fa2a19715bbca3d9f7a566950a56ddf,11588.0,HUF,salary,2018-03-13 13:22:37.640
company C,88a66399820d2baa287fb81b7b6086c3,5000.0,HUF,tax,2018-03-20 15:58:06.577
company D,7bca9405d07ef7f64b4f9c825e8bb5fe,15345054.0,HUF,other,2019-04-26 10:50:35.403
company A,b2fcc19ace418192b9152bb76df44d1c,19050.0,HUF,invoice,2018-04-23 08:31:28.370
company A,ad2026c0f0fa56a8c1ae0786600d0d5b,21971.0,HUF,invoice,2018-04-23 08:31:28.440
company A,b2fcc19ace418192b9152bb76df44d1c,19050.0,HUF,invoice,2018-04-23 08:31:28.330
company C,9608ff08f0c6638b891af5b7d7a9d6ab,250000.0,HUF,other,2018-04-23 11:52:22.517
company C,9a33cc5e28a588242ad5b1a5ceb013e3,500000.0,HUF,other,2018-04-23 11:56:23.083
company C,d2a6bff0056898bc6c3a197bb5eaedf1,723900.0,HUF,invoice,2018-11-27 11:51:09.167
company D,066d24be76d30970e27980a75e717668,831290.0,HUF,salary,2019-03-01 10:52:15.870
company D,066d24be76d30970e27980a75e717668,711906.0,HUF,other,2019-03-01 10:53:34.883
company D,0f287de6d3ce3da95f063b153558a96d,300000.0,HUF,other,2019-03-01 10:53:34.733
company D,066d24be76d30970e27980a75e717668,831250.0,HUF,salary,2019-03-01 10:53:34.667
company C,8fa2a19715bbca3d9f7a566950a56ddf,5194.0,HUF,salary,2018-03-13 13:22:37.590
company A,73fa5dcc6e122f927846d037c3c54788,36000.0,HUF,tax,2018-03-06 09:02:12.213
company A,d95b0dda73cb4f622df9baa8d80f9659,31000.0,HUF,tax,2018-03-06 09:02:12.313
company C,88a66399820d2baa287fb81b7b6086c3,5000.0,HUF,other,2018-03-06 09:42:49.937
company C,a4a784f1711e456f9a5f8e40a73c2874,157000.0,HUF,tax,2018-03-06 08:15:26.520
company C,91d482cc280baa037b65487d5454da10,171000.0,HUF,tax,2018-03-06 08:16:26.637
company C,8775e74b8ee8d3ac52cf82ec402c80e8,148000.0,HUF,tax,2018-03-06 08:16:26.800
company C,5a30deed5ffd63e2630ad4380b447a5f,371000.0,HUF,tax,2018-03-06 08:17:26.977
company C,ec34e592e6508c69a435bba963b6d8e5,29000.0,HUF,tax,2018-03-06 08:17:27.320
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2018-03-20 16:05:07.340
company C,65f1a7d51d629fcb9823aa81da379c1d,120032.0,HUF,salary,2018-03-13 13:22:37.610
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2018-03-13 13:22:37.620
company C,b75853b76cb09249107597c2c5f9ffa8,564500.0,HUF,salary,2018-04-20 10:44:19.007
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2018-03-20 16:05:07.363
company C,579a00d7827f82071411fffd6cc9335a,93149.0,HUF,salary,2018-03-13 13:22:37.600
company C,8fa2a19715bbca3d9f7a566950a56ddf,131.0,HUF,salary,2018-03-13 13:22:37.577
company A,a4a784f1711e456f9a5f8e40a73c2874,54000.0,HUF,tax,2018-03-06 09:02:12.320
company C,f88059d8e9c71a994842cec0fe6d45d9,17151.0,HUF,other,2018-05-30 16:24:35.787
company C,f88059d8e9c71a994842cec0fe6d45d9,8402.0,HUF,other,2018-05-30 16:26:36.183
company C,f88059d8e9c71a994842cec0fe6d45d9,8255.0,HUF,other,2018-05-30 16:28:37.560
company C,f88059d8e9c71a994842cec0fe6d45d9,22606.0,HUF,other,2018-05-30 16:32:38.733
company C,20c55287f7e8d8f051ba1e0546f41646,150442.0,HUF,invoice,2018-12-15 08:23:56.297
company C,20c55287f7e8d8f051ba1e0546f41646,1459.0,HUF,invoice,2018-12-15 08:23:57.297
company C,9a33cc5e28a588242ad5b1a5ceb013e3,190000.0,HUF,other,2018-06-08 12:53:38.120
company C,9a33cc5e28a588242ad5b1a5ceb013e3,10000.0,HUF,other,2018-03-27 14:00:45.633
company C,20c55287f7e8d8f051ba1e0546f41646,200055.0,HUF,other,2018-03-27 21:49:20.280
company C,02f9cfbf6726fc81b476cd2f2bcd1063,3606800.0,HUF,invoice,2019-01-25 08:08:47.887
company D,387fa89abe59cab1a6c9a27f42031848,5312.0,HUF,other,2019-01-22 11:40:12.777
company D,cfaacbc068247d2f021cf8b441348f77,67653.0,HUF,other,2019-01-22 11:40:12.757
company C,d3f73589ee730edf8c4f0b0fc530cb82,114300.0,HUF,invoice,2019-01-16 10:12:10.953
company C,a4a784f1711e456f9a5f8e40a73c2874,169000.0,HUF,tax,2018-04-20 08:19:56.703
company C,91d482cc280baa037b65487d5454da10,179000.0,HUF,tax,2018-04-20 08:19:56.723
company C,8775e74b8ee8d3ac52cf82ec402c80e8,155000.0,HUF,tax,2018-04-20 08:19:56.693
company C,5a30deed5ffd63e2630ad4380b447a5f,388000.0,HUF,tax,2018-04-20 08:19:56.733
company C,ec34e592e6508c69a435bba963b6d8e5,29000.0,HUF,tax,2018-04-20 08:19:56.713
company C,2ce751bd2fd60b76b7d5e8a873a80cb9,2492.0,HUF,tax,2018-04-20 08:19:56.673
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2018-04-20 08:19:56.683
company C,65f1a7d51d629fcb9823aa81da379c1d,120032.0,HUF,salary,2018-04-20 08:19:56.753
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2018-04-20 08:19:56.793
company C,8fa2a19715bbca3d9f7a566950a56ddf,5658.0,HUF,salary,2018-04-20 08:19:56.743
company C,8fa2a19715bbca3d9f7a566950a56ddf,8473.0,HUF,salary,2018-04-20 08:19:56.763
company C,cd23a32f6837612a943cbb152ee881b1,14131.0,HUF,salary,2018-04-20 08:19:56.783
company C,9a33cc5e28a588242ad5b1a5ceb013e3,4000000.0,HUF,other,2018-04-20 11:12:25.787
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2019-02-05 07:26:51.397
company C,e519abca826d2019f502a7f5ae0ab17c,163634.0,HUF,invoice,2018-02-27 21:26:30.013
company A,e7dacce3f79ef6cda7dd6f54fd53dc38,23477.0,HUF,other,2018-05-14 09:51:56.190
company B,05ed321cf93c3d70a65636c18d12772d,3543.0,HUF,invoice,2019-02-28 17:45:41.540
company C,9a33cc5e28a588242ad5b1a5ceb013e3,300000.0,HUF,other,2018-04-26 11:57:17.880
company B,97354b1ba69c559620e4564a04d12815,129254.0,HUF,invoice,2018-12-03 14:02:17.747
company B,6d65834b3d7106ec6f0da7c1ba47c172,40000.0,HUF,invoice,2018-12-03 14:02:17.810
company D,54e36bd3de29de6d3e28afc53a4cdec8,4354322.0,HUF,other,2019-03-11 14:04:12.773
company D,54e36bd3de29de6d3e28afc53a4cdec8,3966083.0,HUF,other,2019-03-11 14:04:12.767
company D,54e36bd3de29de6d3e28afc53a4cdec8,4679594.0,HUF,other,2019-03-11 14:04:12.750
company C,a4a784f1711e456f9a5f8e40a73c2874,170000.0,HUF,tax,2018-10-10 16:16:22.083
company C,91d482cc280baa037b65487d5454da10,179000.0,HUF,tax,2018-10-10 16:17:23.407
company C,8775e74b8ee8d3ac52cf82ec402c80e8,155000.0,HUF,tax,2018-10-10 16:18:24.430
company C,5a30deed5ffd63e2630ad4380b447a5f,388000.0,HUF,tax,2018-10-10 16:18:24.827
company A,6dfff9ca5daccb879b889980cb50b862,39611.0,HUF,salary,2018-03-06 19:24:59.397
company A,5804555217966e43130a4389f09df7c0,80421.0,HUF,salary,2018-03-06 19:24:58.817
company C,9a33cc5e28a588242ad5b1a5ceb013e3,360000.0,HUF,other,2018-02-28 07:32:31.880
company C,29bc6a139098832dd23a0cba416bbe21,95250.0,HUF,invoice,2018-09-23 19:52:24.710
company C,8fa2a19715bbca3d9f7a566950a56ddf,11588.0,HUF,salary,2018-03-06 09:39:45.140
company A,ccc52582dc674a4571e58ddc1650bbe4,57607.0,HUF,invoice,2018-04-17 11:33:54.347
company A,ccc52582dc674a4571e58ddc1650bbe4,40005.0,HUF,invoice,2018-04-17 11:33:54.337
company C,c3e87ea502598dcc38747abbfc0510db,136901.0,HUF,invoice,2018-11-13 11:28:18.303
company C,a0c28cc16218f0393020fdf440be4a99,306746.0,HUF,invoice,2018-11-13 12:37:17.883
company C,17a1c395981c301970d78bf54f55024e,17639.0,HUF,other,2018-11-13 12:44:24.557
company A,59b3d25da9568860a7b1e2c99cc00a82,923925.0,HUF,invoice,2018-04-12 07:26:34.440
company A,74ec47398ac68b089cf4ac2e9212561b,126091.0,HUF,invoice,2018-04-12 07:26:34.457
company C,9a33cc5e28a588242ad5b1a5ceb013e3,1300000.0,HUF,tax,2018-05-30 14:34:27.093
company C,9a33cc5e28a588242ad5b1a5ceb013e3,1300000.0,HUF,other,2018-05-30 14:35:30.280
company C,8fa2a19715bbca3d9f7a566950a56ddf,529.0,HUF,tax,2018-07-16 09:52:48.280
