SENDER,RECP_NAME,AMOUNT,CURRENCY,TYPE,TIME
company C,394cbfdd3b16018b7f55d5efa79d5341,5021000.0,HUF,tax,2018-12-21 14:45:23.513
company D,7af1963d1d11cc9e3e5368cdb4965b6a,93000.0,HUF,other,2019-03-11 12:40:46.533
company D,67c35cedee35feb90c4d40046644518a,16186699.0,HUF,other,2019-02-07 08:25:24.987
company D,9dcd59caae84074449bc02fdbd00b3d6,731520.0,HUF,other,2019-03-01 09:18:36.760
company D,6b3732080aa50947a6f194bf9fc93b7a,1092200.0,HUF,other,2019-03-01 09:18:36.860
company D,db1fd93b151942a09fc84600c92bb74a,32426.0,HUF,other,2019-03-01 09:18:36.750
company D,dc04df581fdd2647140f39affa4eda1c,86410.0,HUF,other,2019-02-13 14:54:05.287
company D,37dee58a72c11fb60a159ca627596c4b,63500.0,HUF,other,2019-03-01 09:18:36.703
company D,f930c36f78132980abb7880fa2634535,99200.0,HUF,other,2019-02-15 09:33:11.487
company D,f930c36f78132980abb7880fa2634535,203329.0,HUF,other,2019-02-15 09:33:11.537
company D,06d6a1272fab2c27e57f8c92a4ebe598,10569.0,HUF,other,2019-02-19 12:50:51.443
company D,0f287de6d3ce3da95f063b153558a96d,600000.0,HUF,other,2019-02-07 09:03:23.737
company D,bf676b246160b616d370fb1ebe0d1654,125000.0,HUF,other,2019-02-15 09:33:11.337
company D,d9a1951c3d4ad461aac3d110ea21ccd8,3595.0,HUF,other,2019-02-19 12:50:51.473
company D,7ec3b8f97aad020aa9c464c61820bf05,36928.0,HUF,other,2019-03-01 09:18:36.727
company D,d8d5fc775bd2920479ab31de799c3dab,1901442.0,HUF,other,2019-03-01 09:18:36.770
company C,f88059d8e9c71a994842cec0fe6d45d9,20161.0,HUF,other,2019-02-07 07:47:08.217
company C,a0c28cc16218f0393020fdf440be4a99,276240.0,HUF,invoice,2019-03-26 07:15:52.327
company C,4399b0557095a54ac4fb808d2559f494,2161280.0,HUF,other,2019-03-26 07:15:52.297
company C,88061ccac93742fd333a63f73bb2ac6d,700000.0,HUF,invoice,2019-03-26 07:15:52.307
company C,88061ccac93742fd333a63f73bb2ac6d,450000.0,HUF,invoice,2019-03-26 07:15:52.313
company C,e3b6e8cc28999384107e9fae9aa83bf6,1028700.0,HUF,invoice,2019-03-26 07:15:52.320
company C,e3b6e8cc28999384107e9fae9aa83bf6,1524000.0,HUF,invoice,2019-03-26 07:15:52.363
company C,b215d76c1b9560be992b42c56332c667,88900.0,HUF,invoice,2019-03-26 07:15:52.347
company C,b215d76c1b9560be992b42c56332c667,88900.0,HUF,invoice,2019-03-26 07:15:52.340
company D,677fc12b28a765e05d67e0a9ce0d26da,576392.0,HUF,other,2019-03-21 13:47:16.183
company C,394cbfdd3b16018b7f55d5efa79d5341,1041000.0,HUF,tax,2019-05-20 10:54:34.247
company C,d2a6bff0056898bc6c3a197bb5eaedf1,1447800.0,HUF,invoice,2019-05-20 10:54:34.223
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2018-12-21 10:25:07.350
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2018-12-21 10:25:07.270
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2018-12-21 10:25:07.260
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2018-12-21 10:25:07.447
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2018-12-21 10:25:07.627
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2018-12-21 10:25:07.110
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2018-12-21 10:25:07.357
company D,8a99734fd6c870ec481f915228155052,147500.0,HUF,other,2019-03-27 15:43:17.250
company B,6d65834b3d7106ec6f0da7c1ba47c172,40000.0,HUF,invoice,2019-05-03 08:57:18.903
company B,32aa69449692276d7d9347046165a33e,7000.0,HUF,tax,2019-05-03 08:57:18.937
company D,06d6a1272fab2c27e57f8c92a4ebe598,14656.0,HUF,other,2019-03-14 13:49:34.023
company D,5d796be318d734ef7e04cdc9fd4e4d7e,38152.0,HUF,other,2019-04-26 10:50:35.350
company D,71ea155fd26fc9f0421d056c43c6f757,2299970.0,HUF,other,2019-03-14 11:35:15.820
company B,9dbf53be16b891d64e6b4155587a605d,66000.0,HUF,tax,2019-05-20 16:51:18.480
company C,579a00d7827f82071411fffd6cc9335a,100000.0,HUF,salary,2019-01-18 13:04:07.157
company C,394cbfdd3b16018b7f55d5efa79d5341,2345000.0,HUF,tax,2019-04-23 12:11:17.193
company D,5d796be318d734ef7e04cdc9fd4e4d7e,215741.0,HUF,other,2019-04-23 12:07:11.820
company D,bf676b246160b616d370fb1ebe0d1654,125000.0,HUF,other,2019-04-23 12:08:13.533
company D,f76c077668ebfb91b3e2d69f6ef9aa1a,456025.0,HUF,other,2019-04-23 12:08:14.067
company D,9dbf53be16b891d64e6b4155587a605d,4856000.0,HUF,tax,2019-02-05 11:50:47.443
company D,b5d8ba0928d985e14ccd2168e8b3d164,500001.0,HUF,salary,2019-02-05 11:50:47.437
company D,94eb4bc97356e5f1887dfee5e6afc57e,5000.0,HUF,other,2019-04-03 09:43:06.097
company C,5eb3ad375c2a50f58e26c45076847780,1270000.0,HUF,invoice,2019-05-16 17:53:25.827
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2019-03-11 14:47:40.657
company C,65f1a7d51d629fcb9823aa81da379c1d,129675.0,HUF,salary,2019-03-11 14:47:40.713
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2019-03-11 14:47:40.687
company C,a9f5974d2d26f4b3a8cffe7d90a3525b,39370.0,HUF,salary,2019-03-11 14:47:40.697
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,3423.0,HUF,tax,2019-03-08 10:58:48.490
company C,7cd45d10bfe42ba383b9fe2d4bf6412c,20280.0,HUF,salary,2019-03-11 14:47:40.703
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,1764.0,HUF,salary,2019-03-11 14:47:40.663
company C,b75853b76cb09249107597c2c5f9ffa8,282250.0,HUF,salary,2019-03-11 14:47:40.673
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,3423.0,HUF,salary,2019-03-11 14:47:40.680
company C,514b2f1e80570950515dbfd7b48eacdf,124900.0,HUF,salary,2019-03-11 14:47:40.647
company C,43a6b5adb6c36e67cd3743d0a6c4a776,157350.0,HUF,salary,2019-03-11 14:47:40.740
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2019-03-11 14:47:40.720
company C,579a00d7827f82071411fffd6cc9335a,156275.0,HUF,salary,2019-03-11 09:39:17.063
company C,a4a784f1711e456f9a5f8e40a73c2874,172000.0,HUF,tax,2019-03-12 15:15:16.500
company C,91d482cc280baa037b65487d5454da10,181000.0,HUF,tax,2019-03-12 15:15:16.517
company C,8775e74b8ee8d3ac52cf82ec402c80e8,156000.0,HUF,tax,2019-03-12 15:15:16.553
company C,5a30deed5ffd63e2630ad4380b447a5f,391000.0,HUF,tax,2019-03-12 15:15:16.547
company C,ec34e592e6508c69a435bba963b6d8e5,30000.0,HUF,tax,2019-03-12 15:15:16.563
company C,5bfba9e33ad4be5dd894124c9293c2fb,38490.0,HUF,tax,2019-03-12 15:15:16.527
company C,8bd09f65d08684c7ccab67147d401e88,1455100.0,HUF,tax,2019-03-14 13:15:48.753
company D,c41591bf312a4f7bb4f868560bfd99de,362640.0,HUF,other,2019-04-15 09:58:12.630
company B,05ed321cf93c3d70a65636c18d12772d,3543.0,HUF,invoice,2019-04-26 17:44:25.497
company D,693518e29227d7f7273406fea935689f,14605.0,HUF,other,2019-04-24 15:21:19.747
company D,583995546c2c2d5d1d4ad32a05b981b8,5000.0,HUF,other,2019-03-22 09:59:55.563
company D,92e301233b6482d7c59d3bb727c5168d,361315.0,HUF,other,2019-03-22 10:03:57.757
company C,eda133098581c099865339e9a419f871,36000.0,HUF,tax,2019-02-25 10:06:04.730
company D,37dee58a72c11fb60a159ca627596c4b,44450.0,HUF,other,2019-04-18 10:58:17.447
company D,37dee58a72c11fb60a159ca627596c4b,50800.0,HUF,other,2019-04-18 10:58:17.607
company C,20c55287f7e8d8f051ba1e0546f41646,115742.0,HUF,invoice,2019-05-24 11:03:25.083
company C,20c55287f7e8d8f051ba1e0546f41646,107441.0,HUF,other,2019-05-24 11:06:27.397
company C,20c55287f7e8d8f051ba1e0546f41646,95224.0,HUF,other,2019-05-24 11:06:27.387
company C,d2a6bff0056898bc6c3a197bb5eaedf1,711200.0,HUF,other,2019-05-24 13:00:49.137
company B,05ed321cf93c3d70a65636c18d12772d,3543.0,HUF,invoice,2019-05-27 16:07:37.250
company B,2618ef17e143358a97fd7176299b6287,13970.0,HUF,invoice,2019-05-27 16:06:36.980
company C,02f9cfbf6726fc81b476cd2f2bcd1063,1500000.0,HUF,other,2019-05-27 15:02:33.163
company D,6c4ac6b4a4eb197551805a0bf7501314,15800.0,HUF,tax,2019-06-11 15:04:59.467
company D,b86edcd75d171039bd805d167d84488f,92795.0,HUF,tax,2019-06-11 15:04:59.457
company D,b86edcd75d171039bd805d167d84488f,92795.0,HUF,tax,2019-06-11 15:04:59.640
company D,daf43984cf1a6e68b0c1d988646acac1,276225.0,HUF,tax,2019-06-11 15:04:59.583
company D,b86edcd75d171039bd805d167d84488f,92795.0,HUF,other,2019-02-15 09:33:11.387
company D,b86edcd75d171039bd805d167d84488f,92795.0,HUF,other,2019-02-15 09:33:11.437
company D,5d796be318d734ef7e04cdc9fd4e4d7e,420169.0,HUF,other,2019-04-26 10:50:35.367
company D,5d796be318d734ef7e04cdc9fd4e4d7e,110853.0,HUF,other,2019-04-26 10:50:35.433
company D,49ff4c9db30a26368af5c76641e090ba,1905000.0,HUF,other,2019-03-26 14:25:11.973
company D,49ff4c9db30a26368af5c76641e090ba,1800000.0,HUF,other,2019-03-26 14:25:12.013
company D,67c35cedee35feb90c4d40046644518a,5796778.0,HUF,other,2019-04-17 09:17:09.527
company C,579a00d7827f82071411fffd6cc9335a,50000.0,HUF,salary,2019-03-29 14:16:08.313
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2019-04-09 08:46:16.470
company C,579a00d7827f82071411fffd6cc9335a,116250.0,HUF,salary,2019-04-09 08:46:16.480
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,1764.0,HUF,salary,2019-04-09 08:46:16.427
company C,b75853b76cb09249107597c2c5f9ffa8,378215.0,HUF,salary,2019-04-09 08:46:16.503
company C,43a6b5adb6c36e67cd3743d0a6c4a776,171382.0,HUF,salary,2019-04-09 08:46:16.493
company C,729e7d6bfcb381d4c7cfa12c63c85162,14903.0,HUF,salary,2019-04-09 08:46:16.487
company C,d34961f56fc82d7804192f17be669d1c,871428.0,HUF,invoice,2019-04-09 07:27:13.923
company C,d34961f56fc82d7804192f17be669d1c,871428.0,HUF,invoice,2019-04-09 07:27:13.913
company C,d34961f56fc82d7804192f17be669d1c,162560.0,HUF,invoice,2019-04-09 07:27:13.930
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2019-04-09 07:27:13.940
company C,9608ff08f0c6638b891af5b7d7a9d6ab,190000.0,HUF,invoice,2019-04-09 07:27:13.950
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2019-04-09 08:46:16.410
company C,65f1a7d51d629fcb9823aa81da379c1d,129675.0,HUF,salary,2019-04-09 08:46:16.460
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2019-04-09 08:46:16.450
company C,a9f5974d2d26f4b3a8cffe7d90a3525b,39370.0,HUF,salary,2019-04-09 08:46:16.437
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,3523.0,HUF,salary,2019-04-09 08:46:16.417
company C,7cd45d10bfe42ba383b9fe2d4bf6412c,20280.0,HUF,salary,2019-04-09 08:46:16.443
company D,9dbf53be16b891d64e6b4155587a605d,9897500.0,HUF,tax,2019-03-18 09:04:09.903
company D,4bd33ae9e360166d4964795d1aa54b36,6833.0,HUF,tax,2019-03-18 09:04:09.917
company B,c46d055d5ce8a1534be9e57614805ddc,3810.0,HUF,invoice,2019-03-13 17:19:22.993
company C,de8ac76f0c7d87f1c4ce2a0942828497,181771.0,HUF,other,2019-03-18 14:23:46.267
company D,37dee58a72c11fb60a159ca627596c4b,57150.0,HUF,other,2019-04-12 10:55:27.583
company C,c775995d704ea995b170e4840c8ed5d2,26317.0,HUF,invoice,2019-03-18 14:11:35.487
company C,c775995d704ea995b170e4840c8ed5d2,26317.0,HUF,invoice,2019-03-18 14:11:35.500
company C,c775995d704ea995b170e4840c8ed5d2,25612.0,HUF,invoice,2019-03-18 14:11:35.493
company C,c775995d704ea995b170e4840c8ed5d2,26317.0,HUF,invoice,2019-03-18 14:11:35.470
company D,066d24be76d30970e27980a75e717668,682992.0,HUF,other,2019-04-10 10:22:32.770
company D,5d796be318d734ef7e04cdc9fd4e4d7e,93047.0,HUF,other,2019-03-13 09:02:28.347
company D,06d6a1272fab2c27e57f8c92a4ebe598,14092.0,HUF,other,2019-03-01 09:18:36.797
company D,f930c36f78132980abb7880fa2634535,226943.0,HUF,other,2019-03-01 09:18:36.820
company D,f930c36f78132980abb7880fa2634535,123780.0,HUF,other,2019-03-01 09:18:37.010
company D,8a99734fd6c870ec481f915228155052,285000.0,HUF,other,2019-02-06 14:53:17.433
company D,5d796be318d734ef7e04cdc9fd4e4d7e,5872.0,HUF,other,2019-03-01 09:18:36.890
company D,c76e563c10334b1de577c1d014e6e194,1384320.0,HUF,other,2019-02-06 12:10:20.087
company D,c76e563c10334b1de577c1d014e6e194,75780.0,HUF,other,2019-02-06 12:10:20.080
company B,d96a69e725113a4f421eb746ae6bd02e,17061.0,HUF,invoice,2019-02-06 12:31:38.307
company D,5d796be318d734ef7e04cdc9fd4e4d7e,85679.0,HUF,other,2019-02-19 12:36:42.783
company D,5d796be318d734ef7e04cdc9fd4e4d7e,2959.0,HUF,other,2019-02-06 12:48:49.197
company D,5d796be318d734ef7e04cdc9fd4e4d7e,14605.0,HUF,other,2019-02-19 12:36:42.750
company D,5d796be318d734ef7e04cdc9fd4e4d7e,4430.0,HUF,other,2019-02-19 12:36:42.773
company D,5d796be318d734ef7e04cdc9fd4e4d7e,247786.0,HUF,other,2019-02-19 12:36:42.710
company D,5d796be318d734ef7e04cdc9fd4e4d7e,859569.0,HUF,other,2019-03-01 09:18:36.423
company D,5d796be318d734ef7e04cdc9fd4e4d7e,27264.0,HUF,other,2019-03-01 09:18:36.407
company D,5d796be318d734ef7e04cdc9fd4e4d7e,34973.0,HUF,other,2019-03-01 09:18:36.383
company D,5d796be318d734ef7e04cdc9fd4e4d7e,201759.0,HUF,other,2019-03-01 09:18:36.503
company D,5d796be318d734ef7e04cdc9fd4e4d7e,60960.0,HUF,other,2019-03-01 09:18:36.593
company D,5d796be318d734ef7e04cdc9fd4e4d7e,452415.0,HUF,other,2019-03-01 09:18:36.477
company D,5d796be318d734ef7e04cdc9fd4e4d7e,428396.0,HUF,other,2019-03-01 09:18:36.650
company D,5d796be318d734ef7e04cdc9fd4e4d7e,67653.0,HUF,other,2019-03-01 09:18:36.527
company D,5d796be318d734ef7e04cdc9fd4e4d7e,313717.0,HUF,other,2019-03-01 09:18:36.687
company D,5d796be318d734ef7e04cdc9fd4e4d7e,28254.0,HUF,other,2019-03-01 09:18:36.570
company D,5d796be318d734ef7e04cdc9fd4e4d7e,260608.0,HUF,other,2019-03-01 09:18:36.667
company D,5d796be318d734ef7e04cdc9fd4e4d7e,23592.0,HUF,other,2019-03-01 09:18:36.840
company D,5d796be318d734ef7e04cdc9fd4e4d7e,29489.0,HUF,other,2019-03-13 09:02:28.280
company D,ea67d28131873773b35fff74bc9b8f33,20000.0,HUF,other,2019-02-06 13:22:30.793
company D,f85b74f74e0b90eb86e85a793eebd804,101600.0,HUF,other,2019-04-26 10:50:35.470
company D,5d796be318d734ef7e04cdc9fd4e4d7e,13970.0,HUF,other,2019-04-26 10:50:35.450
company C,b75853b76cb09249107597c2c5f9ffa8,378215.0,HUF,salary,2019-06-05 12:48:28.700
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2019-06-05 17:45:25.913
company C,65f1a7d51d629fcb9823aa81da379c1d,129675.0,HUF,salary,2019-06-05 17:45:25.947
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2019-06-05 17:45:25.900
company C,a9f5974d2d26f4b3a8cffe7d90a3525b,39370.0,HUF,salary,2019-06-05 17:45:25.827
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,3423.0,HUF,salary,2019-06-05 17:45:25.887
company C,7cd45d10bfe42ba383b9fe2d4bf6412c,20280.0,HUF,salary,2019-06-05 17:45:25.840
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,1764.0,HUF,salary,2019-06-05 17:45:25.937
company C,43a6b5adb6c36e67cd3743d0a6c4a776,171382.0,HUF,salary,2019-06-05 17:45:25.987
company C,729e7d6bfcb381d4c7cfa12c63c85162,14903.0,HUF,salary,2019-06-05 17:45:25.960
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2019-06-05 17:45:25.923
company D,39f21350881666d539765dca15a02a88,203200.0,HUF,other,2019-04-02 12:05:18.203
company D,06d6a1272fab2c27e57f8c92a4ebe598,14656.0,HUF,other,2019-06-06 15:21:10.277
company B,453d9fd7ef7aa8e6e11b8cc9c623664c,13123.0,HUF,invoice,2019-02-06 18:26:33.197
company C,20c55287f7e8d8f051ba1e0546f41646,32371.0,HUF,invoice,2019-02-07 08:38:50.050
company C,20c55287f7e8d8f051ba1e0546f41646,108098.0,HUF,invoice,2019-02-07 08:38:50.040
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2019-01-09 15:20:14.607
company C,65f1a7d51d629fcb9823aa81da379c1d,120032.0,HUF,salary,2019-01-09 15:20:14.507
company C,a9f5974d2d26f4b3a8cffe7d90a3525b,36442.0,HUF,salary,2019-01-09 15:20:14.407
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,3169.0,HUF,salary,2019-01-09 15:20:14.907
company C,7cd45d10bfe42ba383b9fe2d4bf6412c,666.0,HUF,salary,2019-01-09 15:20:14.957
company C,7cd45d10bfe42ba383b9fe2d4bf6412c,19739.0,HUF,salary,2019-01-09 15:20:14.807
company C,b75853b76cb09249107597c2c5f9ffa8,378215.0,HUF,salary,2019-01-09 15:20:14.863
company C,729e7d6bfcb381d4c7cfa12c63c85162,35604.0,HUF,salary,2019-01-09 15:20:15.007
company C,729e7d6bfcb381d4c7cfa12c63c85162,150681.0,HUF,salary,2019-01-09 15:20:15.057
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2019-01-09 15:20:14.757
company C,579a00d7827f82071411fffd6cc9335a,77500.0,HUF,salary,2019-01-09 15:20:15.210
company C,a4a784f1711e456f9a5f8e40a73c2874,168000.0,HUF,tax,2019-01-18 13:04:07.130
company C,91d482cc280baa037b65487d5454da10,178000.0,HUF,tax,2019-01-18 13:04:07.140
company C,8775e74b8ee8d3ac52cf82ec402c80e8,154000.0,HUF,tax,2019-01-18 13:04:07.147
company C,5a30deed5ffd63e2630ad4380b447a5f,385000.0,HUF,tax,2019-01-18 13:04:07.167
company C,ec34e592e6508c69a435bba963b6d8e5,30000.0,HUF,tax,2019-01-18 13:04:07.183
company D,2223334c0fd7219eba9b366d78588d76,32698.0,HUF,salary,2019-04-03 10:15:54.763
company D,31f0f145175d13e9ec2f8dad9578bd2f,300000.0,HUF,other,2019-04-10 10:15:07.147
company D,f82f11af85b07a9e894264f751754f48,450000.0,HUF,other,2019-04-10 10:15:07.127
company D,1b8090c0c9e1161c3f96fcb5cd77b874,30641.0,HUF,salary,2019-04-03 10:14:52.987
company D,1b8090c0c9e1161c3f96fcb5cd77b874,30641.0,HUF,salary,2019-04-03 10:17:56.817
company D,3045f76ab3bf39e94f9a1bbc9deb761b,32698.0,HUF,salary,2019-04-10 10:15:07.217
company D,1b8090c0c9e1161c3f96fcb5cd77b874,30641.0,HUF,salary,2019-04-10 10:15:07.233
company C,a0c28cc16218f0393020fdf440be4a99,175473.0,HUF,invoice,2019-04-30 15:41:20.200
company C,20c55287f7e8d8f051ba1e0546f41646,32371.0,HUF,invoice,2019-02-19 18:01:41.133
company C,20c55287f7e8d8f051ba1e0546f41646,95224.0,HUF,invoice,2019-02-19 18:01:41.117
company D,5d796be318d734ef7e04cdc9fd4e4d7e,32351.0,HUF,other,2019-03-01 09:18:36.983
company B,453d9fd7ef7aa8e6e11b8cc9c623664c,2540.0,HUF,invoice,2019-03-10 17:28:27.137
company D,b86edcd75d171039bd805d167d84488f,92795.0,HUF,other,2019-03-12 13:05:13.240
company D,b86edcd75d171039bd805d167d84488f,92795.0,HUF,other,2019-03-12 13:05:13.247
company C,caf861851f88fc23e753674aebe0efcc,190500.0,HUF,invoice,2019-04-12 09:42:38.703
company B,2618ef17e143358a97fd7176299b6287,13970.0,HUF,invoice,2019-06-03 14:26:42.730
company B,6d65834b3d7106ec6f0da7c1ba47c172,40000.0,HUF,invoice,2019-06-03 14:26:42.797
company B,32aa69449692276d7d9347046165a33e,8000.0,HUF,tax,2019-06-03 14:28:49.787
company C,88061ccac93742fd333a63f73bb2ac6d,700000.0,HUF,invoice,2019-06-14 08:41:57.427
company C,4399b0557095a54ac4fb808d2559f494,1032000.0,HUF,other,2019-06-14 08:45:04.933
company D,37dee58a72c11fb60a159ca627596c4b,50800.0,HUF,tax,2019-06-12 11:03:05.310
company D,37dee58a72c11fb60a159ca627596c4b,44450.0,HUF,tax,2019-06-12 11:03:05.283
company D,19a7218eb815f3851235f3be833d5a5c,11961495.0,HUF,tax,2019-06-14 13:52:50.237
company D,49ff4c9db30a26368af5c76641e090ba,9603435.0,HUF,other,2019-04-26 10:50:35.410
company C,ac552d1871f3402773446518ec7ea37d,2000000.0,HUF,other,2019-03-28 17:34:22.610
company D,13a5fbaf3b6b5e8fe6a84ab0d94c4a02,175260.0,HUF,other,2019-04-01 09:53:02.023
company C,579a00d7827f82071411fffd6cc9335a,166250.0,HUF,salary,2019-06-05 17:45:25.997
company C,a4a784f1711e456f9a5f8e40a73c2874,174000.0,HUF,tax,2019-06-13 13:43:04.033
company C,91d482cc280baa037b65487d5454da10,182000.0,HUF,tax,2019-06-13 13:43:03.980
company C,8775e74b8ee8d3ac52cf82ec402c80e8,157000.0,HUF,tax,2019-06-13 13:43:04.007
company C,5a30deed5ffd63e2630ad4380b447a5f,394000.0,HUF,tax,2019-06-13 13:43:04.090
company C,ec34e592e6508c69a435bba963b6d8e5,30000.0,HUF,tax,2019-06-13 13:43:04.103
company D,06d6a1272fab2c27e57f8c92a4ebe598,14656.0,HUF,other,2019-06-06 16:47:55.397
company D,06d6a1272fab2c27e57f8c92a4ebe598,14656.0,HUF,other,2019-06-06 15:38:02.623
company C,a4a784f1711e456f9a5f8e40a73c2874,174000.0,HUF,tax,2019-05-14 11:14:25.423
company C,91d482cc280baa037b65487d5454da10,182000.0,HUF,tax,2019-05-14 11:14:25.530
company C,8775e74b8ee8d3ac52cf82ec402c80e8,158000.0,HUF,tax,2019-05-14 11:14:25.447
company C,5a30deed5ffd63e2630ad4380b447a5f,394000.0,HUF,tax,2019-05-14 11:14:25.520
company C,ec34e592e6508c69a435bba963b6d8e5,30000.0,HUF,tax,2019-05-14 11:14:25.553
company C,3a10662b4559bf63392435abfb07ec2f,197000.0,HUF,salary,2019-05-10 11:29:50.510
company C,65f1a7d51d629fcb9823aa81da379c1d,129675.0,HUF,salary,2019-05-10 11:29:50.473
company C,2fe83fefd5082668a6c3069a0ffd489b,166250.0,HUF,salary,2019-05-10 11:29:50.523
company C,a9f5974d2d26f4b3a8cffe7d90a3525b,39370.0,HUF,salary,2019-05-10 11:29:50.547
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,3423.0,HUF,salary,2019-05-10 11:29:50.433
company C,7cd45d10bfe42ba383b9fe2d4bf6412c,20280.0,HUF,salary,2019-05-10 11:29:50.497
company C,6a71c32e99d7a9f2d73b1a0fad0733bf,1764.0,HUF,salary,2019-05-10 11:29:50.447
company C,b75853b76cb09249107597c2c5f9ffa8,378215.0,HUF,salary,2019-05-10 11:29:50.487
company C,43a6b5adb6c36e67cd3743d0a6c4a776,171382.0,HUF,salary,2019-05-10 11:29:50.650
company C,729e7d6bfcb381d4c7cfa12c63c85162,14903.0,HUF,salary,2019-05-10 11:29:50.613
company C,3e0e110d01129540707c5dd6a95e9517,152950.0,HUF,salary,2019-05-10 11:29:50.640
company C,579a00d7827f82071411fffd6cc9335a,166250.0,HUF,salary,2019-05-10 11:29:50.590
company C,2fb3a8a567a5a1c5318adf5612c86c9b,34977.0,HUF,tax,2019-03-12 15:15:16.537
company C,2b571bf7c8b3c653ce5fc73b59e35f4c,120523.0,HUF,invoice,2019-05-23 13:54:26.230
company C,02f9cfbf6726fc81b476cd2f2bcd1063,5222240.0,HUF,invoice,2019-05-02 13:05:26.217
company C,caf861851f88fc23e753674aebe0efcc,959500.0,HUF,other,2019-05-08 07:43:36.020
company C,d3f73589ee730edf8c4f0b0fc530cb82,1000000.0,HUF,invoice,2019-05-08 07:43:36.043
company C,a0c28cc16218f0393020fdf440be4a99,191572.0,HUF,invoice,2019-05-28 16:00:05.197
company C,a0c28cc16218f0393020fdf440be4a99,176738.0,HUF,invoice,2019-05-28 16:00:05.187
company C,d34961f56fc82d7804192f17be669d1c,871428.0,HUF,invoice,2019-06-14 08:37:49.937
company C,e3b6e8cc28999384107e9fae9aa83bf6,1524000.0,HUF,invoice,2019-06-14 08:39:52.797
